888	312	方面
3346	578	到
13	5	微積分
216	125	此時
320	173	隨着
45	33	轉向
10	5	形式化
7	7	從古
324	181	至今
472	236	一直
5	5	延展
497	237	且
9319	837	與
298	145	豐富
25	17	相互作用
129	94	兩者
3360	593	都
5	5	受惠
64	52	彼此
511	209	著
729	270	並且
384	198	據
2	2	mikhail
1	1	sevryuk
2302	400	月
60	37	期刊
3	3	中所
2613	517	說
146	78	評論
45	22	創刊
123	65	年份
40	33	現已
742	243	超過
3	3	一百九十
15	10	萬份
471	235	而且
395	164	每年
268	178	還
543	239	增加
4	4	七萬
51	29	五千
68	57	份
3	3	數學及
37	23	美學
89	30	牛頓
9	8	發明者
15	15	每當
115	84	涉及
100	72	困難
1038	323	問題
920	355	這
165	92	往往
41	34	範疇
39	38	一開始
85	65	運用
117	79	可見
379	119	貿易
4248	620	之
2514	308	學
36	27	給出
6	3	萊布尼茲
6	4	費曼
236	108	發明
1	1	瞭費
1	1	曼路徑
10	6	積分
558	265	這是
696	177	物理
2	2	洞察
36	26	二者
51	35	產物
12	11	弦
683	202	理論
14	12	引申
13	12	出新
1088	391	一些
491	275	只
145	60	生成
1314	384	它
17	13	解答
1958	492	可以
796	285	成為
766	359	一般
2	2	最純
594	267	通常
85	64	用途
12	12	此一
3	3	非比
14	13	尋常
150	110	事實
35	26	年諾貝爾
200	70	獎
184	50	得主
1	1	維格納稱
104	68	如同
453	235	大多
65	52	數的
2398	515	主要
46	34	分歧
1	1	數學內
2213	529	又
114	67	分成
36	30	兩大
161	102	變成
334	154	它們
162	94	自身
66	28	統計學
286	114	電腦
3	3	許多數
894	226	學家
17	16	談論
25	23	優美
4	4	其內
1	1	美學及
154	92	美
180	124	簡單
2	2	一般化
19	15	即為
26	24	美的
660	294	另外
8	8	巧妙
148	87	證明
336	181	或者
42	30	加快
63	32	數值
685	228	方法
997	354	如
196	118	快速
2	2	傅立葉
25	17	變換
1006	340	高
1	1	德菲
7	7	哈羅德
3	3	哈代
2482	576	一個
6	4	自白
3	2	精確性
468	217	現代
1	1	此一圖
497	237	像
2	2	即產生
820	347	自
202	89	x
3	2	cos
2	2	arccos
3	3	sin
2	1	〡
1	1	arcsin
2	2	世紀後才
149	116	出來
20	18	在此之前
1	1	數學以
410	168	文字
48	35	書寫
685	282	這種
273	143	限制
5	3	初學者
712	287	卻
122	92	常
1	1	此望
3	3	卻步
20	19	極度
113	32	壓縮
65	50	少量
473	221	包含
616	253	大量
15	14	訊息
591	177	音樂
111	77	現今
115	84	明確
82	34	語法
142	95	有效
1	1	對訊息作
173	70	編碼
1827	523	其他
521	257	方式
99	78	難以
38	28	做到
2	2	符號化
403	188	使得
217	129	迅速
209	128	而言
112	74	感到
1	1	困惱
403	153	開放
2	2	數學裡
589	259	特別
1	1	數學術語
195	136	同
1	1	胚
1	1	可積性
1	1	等專
104	73	有名
533	253	需要
778	352	比
64	50	日常
33	21	用語
100	73	現實
51	20	定理
246	93	希臘
1	1	人期
1	1	許著
11	11	仔細
23	18	論證
622	250	時代
7	7	則較
2735	591	不
9	9	瞭解決
429	219	做
181	106	定義
199	143	當
1	1	被驗
1	1	證時
1	1	其證明
737	300	很
118	81	難
41	35	足夠
16	8	公理
657	248	傳統
668	168	思想
9	9	中是
1	1	不證
6	4	自明
60	40	真理
51	42	想法
309	189	只是
4	4	一串
177	103	依據
11	8	哥德
491	206	爾
21	18	完備
329	156	儘
341	161	管
227	153	如此
4	4	意義下
2	2	數學作
136	83	卡爾
47	30	弗里德里希
34	18	高斯
1	1	稱數
5	4	學為
375	82	皇后
233	82	拉丁
73	35	原文
1	1	其德語
45	35	對應
13	12	單字
529	226	皆
276	136	若
183	101	隻
2861	475	世界
1	1	則數學
2183	528	或
184	129	至少
214	128	不會
196	102	愛
46	26	因斯
1	1	坦曾
249	140	描述
132	34	定律
235	135	越
195	135	確定
10	7	越是
623	209	話
1426	453	因此
688	298	不是
1	1	波普爾所定
30	25	義的
1402	340	年代
3	3	波普爾
27	19	推斷
61	47	大部份
683	164	生物
2	2	學一樣
74	44	假設
28	21	演繹
2	2	它現
249	165	看
192	139	起來
196	127	接近
821	283	然而
71	47	思想家
2	2	如較
1127	341	著名
4	4	拉卡
600	247	託
213	117	斯
450	275	另
1	1	一觀
3	3	點則
201	119	某些
1	1	如理論
1	1	為嘗試
130	96	符合
7	7	而事
23	22	實上
2	2	齊曼
152	69	john
1	1	ziman
1218	407	即
63	42	公眾
1	1	著數學
483	227	情況
1448	457	下
30	22	減輕
34	26	缺點
37	24	史蒂芬
9	7	沃爾夫
8	4	勒姆
530	165	著作
9	4	新科
5182	474	他
835	291	提出
115	65	態度
113	92	並不
104	82	一致
67	54	基本上
2872	568	個
146	77	哲學家
5	5	低估
1	1	其美學
50	43	重要性
203	136	創造
1	1	如藝術
240	122	或是
2	2	如科學
256	152	爭議
2323	266	大學
25	13	院系
115	80	劃分
22	19	中常
399	213	見
7	5	數學系
32	28	細節
33	32	分開
393	207	各
21	19	有如
86	64	反映
1	1	中國算盤
1	1	如上所述
5	5	這四種
135	98	大致
1	1	即算術
72	18	代數
360	143	分析
4	4	數學上
255	175	廣泛
511	150	子
483	291	相關
1	1	連著
522	265	除了
96	72	上述
85	62	關注
192	124	之外
76	39	集合
433	154	論
142	81	經驗
1437	421	較
240	112	近代
14	9	不確
90	61	定性
113	80	嚴格
475	120	哲學
11	10	闡明
1281	411	並
28	22	一架
11	10	構
491	212	結果
1	1	現代邏輯
6	5	遞歸論
140	64	模型
1	1	論和證
1	1	明論
8	6	千禧年
30	14	大獎
20	15	難題
215	61	p
30	18	style
283	14	border
749	144	px
15	7	solid
7	2	ddd
100	35	text
47	20	align
110	51	center
12	5	margin
13	7	auto
11	6	cellspacing
37	31	純粹
1	1	起於數
4	4	孿生
14	4	質數
16	10	猜想
3	2	哥德巴赫猜想
1	1	當數系
23	23	更進
255	158	一步
78	20	整數
119	76	視為
40	18	有理
22	16	子集
5	5	數則
18	15	實數
138	96	連續
79	51	量
1	1	實數則
301	175	進
9	9	廣義
23	19	化成
755	256	自然
1	1	數亦
10	9	推廣到
2	2	超限
28	22	無限
212	134	這一
192	104	大小
1	1	阿列
1	1	夫數
66	23	物件
242	124	性質
32	27	探討
1286	338	羣
1792	222	zh
258	90	cn
360	117	tw
2	2	該些
405	198	這樣
16	14	此為
1007	377	重要
3	2	廣義化
50	12	向量
357	180	線
2	2	性代數
13	11	布爾
9	3	巴基
101	42	學派
568	232	認
15	15	有三種
514	243	基本
1	1	序結構
1	1	偏序
1	1	全序
16	6	拓撲
1	1	鄰域
26	12	極限
47	36	連
2	2	通性
9	3	維數
55	12	數論
17	6	圖論
1	1	序理論
335	190	尤其
5	4	歐幾里
38	30	三角
5	5	學則
211	114	結合
2	2	及數
3	3	勾股定理
2	2	非歐
99	70	幾
1	1	及拓
4	4	撲學
2	1	數和空間
32	18	解析
1	1	著拓
28	15	撲
2	2	李羣
189	84	分支
883	295	存在
7	7	已久
7	5	龐加萊
8	6	四色
1155	397	已
1	1	年確
1	1	認由
1	1	俄羅斯數
50	27	格里
23	18	戈
1	1	佩雷爾曼
1	1	由凱
43	32	尼斯
3	2	阿佩爾
3	3	沃夫岡
3	2	哈肯
2	2	用電腦
762	309	沒
4132	664	由
37	24	人力
2	2	來驗
1	1	證過
13	6	微分
11	4	拓撲學
5	4	分形
1	1	碎形
1	1	測度論
34	27	有利
102	26	函數
129	91	誕生
1	1	一變化
284	127	核心
21	20	則為
1	1	價領域
8	6	黎曼
1758	521	最
5	5	未決
85	53	便是
5	4	泛函
89	58	注重
1	1	無限維
39	34	這在
18	5	微分方程
1	1	向量分析
140	97	動
10	6	力系
163	92	統
11	10	混沌
46	11	離散
831	347	可
15	6	計算理論
96	83	雜
14	10	性理
4	4	論及
3	3	資訊理論
2	2	現知
32	30	有力
6	4	圖靈機
163	94	電
10	10	腦
36	26	硬
244	120	體
133	88	進步
9	5	熵
394	181	作為
1	1	一相
1	1	未解
2309	479	其中
13	11	np
173	97	相信
60	45	否定
124	81	組合
13	7	密碼學
112	41	工商
297	120	業
329	199	及其
882	397	一
255	101	實驗
35	32	覺得
330	153	合作
235	125	團體
75	56	一份
13	8	有什麼
836	100	file
5	2	gravitation
21	16	space
18	12	source
135	36	png
207	22	svg
52	19	流體
216	43	力學
2	2	composite
1	1	trapezoidal
4	4	rule
2	2	illustration
10	9	small
3	3	maximum
1	1	boxed
4	3	最佳化
34	25	two
42	25	red
3	3	dice
29	12	概率
1	1	oldfaithful
10	9	market
118	28	data
17	14	index
3	2	nya
258	117	on
32	9	utc
28	23	計量
258	100	金融
1	1	arbitrary
1	1	gametree
2	2	solved
7	2	賽局
16	12	博弈
52	9	front
2	2	pareto
36	19	數理
3	3	signal
1	1	transduction
2	2	pathways
1	1	linear
41	12	programming
3	2	example
4	3	graph
119	38	作業
13	10	simple
1	1	feedback
12	11	control
5	4	loop
531	221	控制
58	27	獎項
2	1	菲爾茲
48	14	獎牌
71	49	正面
4	4	數學獎
1	1	獎為
9	5	菲爾茲獎
202	124	創立
263	149	每
233	97	四年
30	11	頒獎
362	205	一次
47	25	諾貝爾獎
145	106	特定
710	245	工作
237	106	主題
267	142	稱為
9	7	希爾伯特
8	8	由德國
84	54	大衛
9	8	一新
18	16	七個
399	162	發表
223	129	當中
586	298	只有
103	82	重
4	4	頒給
28	22	卓越
138	94	貢獻
2	1	輕數
27	26	每次
1	1	最多四人
4	4	得獎
1	1	獎者須
768	328	該
23	20	元旦
1	1	前未滿
37	28	四十
686	222	歲
732	288	獲得
773	256	最大
420	147	加拿大
358	139	約翰
44	29	查爾斯
514	238	要求
480	163	設立
116	87	視
41	36	界
7	6	沃爾夫獎
1	1	由沃爾夫
189	78	基金
61	40	頒發
417	68	以色列
135	87	創始
4494	651	人
3	3	卡多
14	14	外交家
12	7	實業家
11	7	慈善家
3	3	阿貝爾獎
303	127	紀念
122	63	挪威
1	1	數學家尼爾斯
133	71	亨利
177	118	克
7	7	阿貝爾
24	19	二百
131	65	週年
35	20	誕辰
2	1	挪威政府
517	225	宣
2123	488	佈
2	2	將開始
26	23	此種
17	14	獎金
4	4	數額
1	1	同諾
23	12	貝爾獎
65	51	相近
23	11	撥款
446	144	億
1	1	挪威克朗
995	388	作
290	153	啓
1	1	動資金
1	1	擴大數學
1090	364	影響
564	478	參見
2	2	數學遊戲
1090	286	列表
1876	283	教育
3	3	算經十書
36	28	競賽
1	1	數學題
681	323	註
932	760	參考
69	63	書目
1	1	benson
9	7	donald
2097	309	the
2	2	moment
2090	314	of
2	2	proof
14	7	mathematical
1	1	epiphanies
71	26	oxford
370	78	university
203	58	press
25	15	usa
270	89	new
112	41	ed
147	50	edition
6	6	december
575	107	isbn
1	1	boyer
17	13	carl
152	60	history
41	12	mathematics
16	13	wiley
25	13	march
9	6	concise
175	79	from
3	3	concept
25	16	number
315	133	to
5	4	contemporary
1	1	courant
967	224	and
4	4	robbins
23	19	what
132	69	is
117	72	an
3	3	elementary
6	6	approach
10	9	ideas
11	9	methods
11	11	july
6	5	davis
6	5	philip
1	1	hersh
1	1	reuben
5	4	experience
3	2	mariner
32	22	books
3	2	reprint
6	6	january
3	3	gentle
38	23	introduction
221	96	world
1	1	eves
7	7	howard
4	4	sixth
1	1	saunders
1	1	gullberg
17	9	jan
6	5	birth
6	4	numbers
15	7	norton
29	21	company
73	34	st
7	6	october
1	1	encyclopedic
6	6	overview
2	2	presented
564	196	in
6	4	clear
90	35	language
1	1	hazewinkel
1	1	michiel
486	74	百科
241	78	全書
3	3	kluwer
14	8	academic
10	9	publishers
14	9	translated
2	2	expanded
21	14	version
16	5	soviet
41	24	encyclopedia
19	11	ten
1	1	expensive
8	8	volumes
20	15	most
14	12	complete
2	2	authoritative
15	12	work
14	9	available
10	10	also
5	4	paperback
113	32	cd
33	18	rom
76	43	online
1	1	jourdain
16	14	nature
88	40	james
5	5	newman
9	7	editor
6	4	dover
1	1	kline
12	9	morris
20	14	thought
12	9	ancient
18	12	modern
13	12	times
50	28	牛津
83	27	詞典
25	16	second
1	1	simpson
2	2	edmund
1	1	weiner
4	4	clarendon
67	19	dictionary
64	28	english
3	3	etymology
1	1	pappas
1	1	theoni
5	4	joy
5	3	wide
24	17	publishing
4	4	revised
12	9	june
7	4	peterson
1	1	ivars
2	2	tourist
3	3	updated
1	1	snapshots
3	3	owl
17	6	網址
2	2	rusin
8	6	dave
7	6	atlas
21	16	英文版
2	2	現代數
1	1	學漫遊
1	1	weisstein
13	13	eric
13	11	planet
8	5	math
12	4	gfdl
149	92	允許
304	29	維基
83	52	交換
179	82	條目
1	1	mathforge
1	1	epistemath
1618	266	香港
632	160	科技
1	1	數學網
6	5	數學史
478	190	主
314	155	網站
38	28	怎樣
11	11	研習
1	1	或統
13	8	計學
1285	26	本科
101	53	課程
2307	359	文化
87	53	面向
38	28	大學生
45	32	老師
49	30	研究生
409	88	中學
427	133	學生
2	1	數學學習
424	163	資源
69	48	互聯網
1	1	教學視頻
2	1	英漢
24	20	對照
18	14	archive
3	3	albany
5	5	bureau
3	3	bilingual
32	16	education
10	7	see
9	8	profile
201	80	at
185	69	蘇
92	44	格拉
56	28	底
741	229	死
56	29	雅克
76	31	路易
23	16	所繪
251	164	普遍
89	68	根本
192	104	價值
13	8	理智
40	23	心靈
75	49	系
4	4	統化
91	70	並以
100	46	理性
34	30	簡介
51	27	詞語
96	49	智慧
150	108	有時
2	2	也譯
102	69	朋友
9	7	該詞
1	1	philos
16	11	派生
1	1	philein
592	245	去
1	1	sophia
102	83	而成
1	1	這兩個術語
209	135	起源
8	7	很早
3	3	孔門十哲
1	1	古聖
3	2	先哲
4	3	哲人
11	11	專指
105	65	那些
85	49	善
2	2	思辨
5	5	精深
516	237	者
10	7	近世
8	5	之謂
20	14	易經
661	294	已經
196	113	討論
40	14	形而上
24	21	中文名
2242	599	稱
31	30	取自
188	133	繫
52	40	辭
388	172	傳
1	1	形而上者
65	45	謂
786	243	道
1	1	形而下者
1	1	之器
13	13	一語
2149	372	日本
1	1	啟蒙家
75	42	西周
14	13	百
137	112	首先
2	2	用漢文
201	102	翻譯
106	21	philosophy
214	99	什麼
1255	336	英國
1	1	哲學家羅素
14	13	定義是
36	19	胡適
21	11	哲學史
20	19	大綱
23	19	中稱
55	40	凡
92	55	人生
1	1	切要
3	3	着想
861	304	要
1	1	尋一個
215	126	解決
118	77	叫做
214	137	一部
66	51	看法
4	4	它給
596	273	出
72	50	本質
251	146	解釋
615	278	具有
425	155	功能
615	277	分別
43	21	倫理學
12	5	認識論
8	4	知識論
862	311	分
490	251	很多
21	13	邏輯學
278	92	宇宙
3	2	價值論
217	157	特殊
1	1	設哲學
967	207	宗教
1638	353	政治
606	189	法律
189	104	古典
90	62	中世紀
20	11	古印度
564	197	印度
1	1	哲學的歷
3	3	史源
9	6	遠流長
9	7	吠陀
466	114	公元前
19	14	全盛
1052	364	當時
3	3	思想界
23	19	百花
9	9	齊放
6	6	耆那教
1	1	笩
1	1	駄
46	20	摩
421	179	那
2	2	阿耆
1	1	翅舍
1	1	欽婆羅
1	1	波拘陀
1	1	迦旃延
2	2	富蘭
2	2	迦葉
626	202	派
920	357	部分
42	19	東周
51	22	諸子
57	33	百家
195	35	廣
28	27	人知
387	55	孔子
121	46	儒家
264	28	老子
120	23	道家
17	10	墨子
19	12	墨家
99	57	晚期
64	34	法家
992	305	代表
759	350	還有
63	32	流派
11	9	農家
10	5	陰陽家
48	29	名家
7	6	之後則
27	20	名聲
4	4	不顯
83	32	秦朝
14	7	焚書
10	5	坑儒
441	225	外
221	146	不再
67	49	活躍
112	72	當代
1479	414	羅
2690	523	馬
131	24	柏拉
620	282	圖
6	6	和亞
5	5	裁剪
8	4	拉斐爾
1	1	聖齊
1	1	奧作
1810	414	約
349	116	公元
271	165	三個
4	3	前蘇
2	1	底時期
1	1	和後亞
14	9	希臘化
438	239	最早
70	53	諸如
8	6	米利都
14	5	泰勒斯
17	14	一元
32	20	論者
92	36	萬物
2	2	自一個
7	5	本源
21	5	阿那
13	4	克西曼
239	136	德
1	1	無限物
132	73	阿
2	2	那克西
1	1	米尼
196	90	神
11	11	主宰
203	103	一切
1	1	有巴門
14	11	尼德
1	1	芝諾
1	1	巴門
730	312	無
554	235	不能
20	6	生有
1	1	變無
367	215	則
970	267	運動
69	50	不變
19	2	赫拉克利特
200	119	強調
121	83	變
241	150	纔
60	43	真實
62	45	永久
1008	336	向
43	37	外界
91	55	宣傳
994	294	自己
9	7	一團
4	3	熊熊
81	33	燃燒
32	18	火焰
63	34	火
137	60	事物
63	39	多元
1	1	如恩培多
12	9	克勒
173	103	四
541	108	元素
2	2	克薩
6	3	戈拉
16	15	種子
56	20	粒子
5	4	德謨
6	5	克利特
328	163	指出
227	54	原子
69	50	若干
91	27	物體
173	106	中期
118	67	人才
5	5	之本
1161	313	他們
157	103	真正
3	3	懷疑論
24	22	雛形
110	77	世紀末
49	31	他認
4	4	一切都是
183	93	數字
7	6	他稱
592	159	平均
80	53	秩序
138	91	調
64	48	三大
11	11	基調
169	100	說明
141	81	有限
65	50	奇
8	7	偶
172	66	左
167	57	右
141	72	男
459	151	女
1	1	靜與動
1	1	直與曲
66	33	光明
45	30	黑暗
50	35	惡
1	1	方與圓
132	75	至此
512	206	地位
1005	348	通過
112	78	加以
171	96	理解
1	1	關於變
1	1	變的關
65	49	爭論
12	8	直覺
47	40	差別
131	82	意見
129	70	矛盾
376	176	導致
50	43	依靠
9	8	訴諸
23	20	反駁
14	6	辯證法
1	1	中假
1292	435	第一
5	4	個階段
404	235	直接
1	1	教過
53	42	深受
7	6	其影響
266	175	整個
336	239	來源
259	145	兩
95	20	大理
24	21	其一
68	48	永遠
116	62	不要
2	2	做壞
361	166	事
12	10	其二
1	1	其客
2	2	觀性
96	72	然
12	11	以作
26	20	行事
134	94	方向
215	81	道德
16	15	回覆
1	1	何物
58	46	開創
67	51	奠定
83	51	阿爾
69	48	弗雷德
1	1	諾思
15	11	懷特
2	2	黑德
250	117	評價
1066	277	歐洲
31	31	公認
168	109	特點
10	10	換言
99	67	千年
21	19	並通過
1	1	圖影響
7	6	智者
1	1	辯士
327	183	並在
16	10	畢達哥
83	48	拉斯
456	245	之前
391	196	相當
163	61	批判
33	30	看來
8	7	高尚
44	35	真的
44	31	旅行
64	46	教師
140	107	經常
1	1	技藝來
11	10	賺
151	80	錢
597	302	之間
18	17	分水
81	43	嶺
1273	326	建立
529	188	亞
2	1	哲學界
98	70	陷入
724	269	獨立
1022	393	因
1757	344	社會
99	64	混亂
73	47	懷疑
2	2	主義派
1	1	圖派
334	168	共同
1	1	是倫
5	3	理化
4	3	斯多葛
6	6	順應
12	10	自制
272	115	基督教
17	8	佛法
1	1	及業
253	134	希望
282	137	達到
397	123	解放
1	1	聖托馬斯
9	5	阿奎那
1	1	其時間
359	179	範圍
898	361	沒有
7	6	定論
322	133	伊斯
161	80	蘭教
66	32	猶太教
8	7	教條
27	18	世俗
82	59	一同
78	54	整合
2	2	並推廣
174	96	興
56	46	過渡
21	14	野蠻
35	25	強度
25	11	雜度
144	91	成就
254	116	統一
1	1	神學話題
3	3	關於知識
1	1	波愛修斯
1	1	安瑟倫
39	24	皮埃爾
1	1	阿伯拉
51	24	吉爾
39	14	培根
1	1	聖文德
68	27	托馬斯
1	1	鄧斯
1	1	司各脫
397	155	奧
3	3	卡姆
215	103	威廉
729	268	讓
39	24	布里
34	22	丹
1	1	猶太哲
1	1	學家邁
1	1	蒙尼德
123	67	穆斯林
3	3	肯迪
7	7	法拉
4	2	海什木
23	15	伊本
299	148	西
1	1	安薩
1	1	巴哲
5	5	赫勒敦
111	64	魯
2	2	世德
7	7	經院
623	272	仍
564	221	人物
2	2	upright
2	2	從文藝
1	1	興開始
323	195	人們
6	6	清淨
2	2	僧院
24	21	走出
1	1	喧囂
1	1	塵世
644	179	人類
955	350	這個
85	68	趨勢
115	61	人文
672	168	主義
583	288	受到
10	5	圖主義
1	1	麥格
7	7	努斯
17	14	亞里
17	14	斯多德
24	21	譬如
193	105	另一方面
3	3	西利
2	2	費奇諾
7	6	若望
2	2	皮科
61	33	德拉
44	20	米蘭
3	3	多拉
1	1	庫薩
73	34	尼古拉
181	12	哥白尼
6	5	焦爾達諾
8	6	布魯諾
1	1	托馬索
1	1	康帕內
214	113	拉
31	17	魔法
8	8	宗教改革
5	4	封建制
85	48	衰落
59	54	體現
8	7	伊拉斯
10	9	謨
1	1	蒙泰涅
47	36	身上
1115	411	同時
1	1	如尼可羅
3	3	基亞維利
1	1	關鍵點
6	5	莫爾
3	3	尤斯
4	4	圖斯
1	1	利普
7	5	修斯
1	1	博丹
1	1	胡果
1	1	格老秀斯
121	54	東亞
58	34	先秦
1	1	兩漢經學
50	32	魏晉
10	6	玄學
840	227	管理
261	137	遭到
277	74	道教
33	17	佛教徒
266	109	批評
15	9	宋明
43	23	理學
22	21	追溯到
498	99	唐朝
25	14	韓愈
7	4	李翱
48	35	先驅
36	30	看作
794	249	地方
202	136	類似
10	8	主條目
457	227	早期
1	1	世紀常
2	2	蒙時代
113	78	前身
58	37	權威
114	60	教會
171	116	更加
216	85	重點
3	2	經驗論
1	1	唯理論
8	5	勒內
24	4	笛卡兒
154	93	擴展
118	62	主義的
447	108	程序
5	4	歸納法
32	20	思維
115	77	主體
188	111	應該
44	34	主動
40	30	干涉
323	140	服務
293	159	近
21	15	鼻祖
17	14	契約
106	52	代理
18	4	斯賓諾莎
96	58	萊
17	10	布尼茨
97	15	洛克
4	3	貝克萊
7	3	休謨
43	20	康德
220	19	伽利略
2	2	伽桑狄
10	8	布萊茲
12	11	帕斯卡
59	38	勒
2	2	伯朗士
34	24	艾薩克
25	18	孟
51	32	德斯
26	13	鳩
3	3	勒朗
6	5	達朗
1	1	貝爾和亞當
17	9	斯密
16	11	盧梭
326	156	反
7	4	蒙運動
219	151	開
7	7	創性
98	75	試圖
17	14	限定
1	1	學範圍
70	47	主義者
1	1	中勒內
2	2	企圖將
1	1	學轉化
1	1	其認
7	4	我思
7	3	故我在
1	1	可懷疑
2	2	之出
7	6	發點
88	50	釐
167	78	清
351	171	關
28	25	堅定
137	47	上帝
285	130	精神
220	83	物質
6	5	其理論
34	12	笛
1	1	卡爾主義
204	125	一位
1	1	唯理
19	9	幾何學
1	1	機械觀
127	58	認同
58	17	二元
67	35	實體
2	2	單子
135	92	互相
5	5	沒有關
286	167	而是
2	1	前定
39	24	和諧
480	246	才
8	8	共存
71	47	一體
218	142	之中
20	15	天賦
106	67	觀念
4	2	白板
683	262	不過
3	3	哲學理論
27	12	感知
533	274	非常
1	1	不贊
1	1	同物質
2	2	抽象概念
131	95	既
1	1	無客
1	1	觀實
33	22	人心
1	1	比貝克萊
125	102	不僅
1	1	僅認
1	1	更認
3	3	只承認
16	8	知覺
102	62	認定
97	70	多樣
1	1	性和個
2	2	別性
738	274	最高
121	72	原理
41	32	世紀時
1	1	編德尼
7	5	狄德羅
190	109	拒絕
76	60	承
2	2	認神
2	2	伏爾泰
263	95	機械
535	247	最終
218	140	唯一
609	279	處
1	1	永恆運動
7	6	人腦
77	32	屬性
1	1	思維是
13	9	感官
309	191	仍然
1	1	因果性
2	2	必然性
2	2	這就成
10	5	唯心
715	216	德國
34	26	中後期
334	186	初
599	240	進入
56	40	總結
30	25	兩條
35	5	線索
216	123	標誌
437	195	着
9	9	轉折
154	68	i
67	39	費
37	13	希特
5	2	謝林
20	8	黑格
17	17	意義的
357	150	規定
110	64	寫作
49	39	諸多
635	249	併
2	2	哲學帶
738	182	革命
233	135	同意
19	19	並認
222	123	原則
101	67	認識
1095	300	組織
97	70	證據
114	76	找到
7	2	先驗
88	57	憑
110	79	藉
22	16	三部
2	2	批判性
123	83	作出
66	51	相應
